Word Length,Fraction Length,Rank,BLEU Score (Quant SVD),BLEU Score (Iterative Quant SVD),Compression Ratio
8,5,225,38.26846985422864,39.14036965242023,4.551111111111111
8,4,225,35.74154955082091,36.465351750400146,4.551111111111111
8,3,225,4.5698790527780835,17.024694212391765,4.551111111111111
8,2,225,1.870038410602524,0.9019542621208406,4.551111111111111
16,15,225,40.30297155044281,40.287298284939084,2.2755555555555556
16,14,225,40.22512909699823,40.22512909699823,2.2755555555555556
16,13,225,40.22512909699823,40.22512909699823,2.2755555555555556
16,12,225,40.22512909699823,40.22512909699823,2.2755555555555556
16,11,225,40.28902408023674,40.15194845161527,2.2755555555555556
16,10,225,40.28651354701718,40.248467242908625,2.2755555555555556
6,5,250,38.86893408631726,38.722855923240395,5.461333333333333
6,4,250,36.760873844018924,36.620886741600614,5.461333333333333
6,3,250,5.312785861337289,17.346147689775744,5.461333333333333
6,2,250,1.8766423418950091,0.9310802925408656,5.461333333333333
6,1,250,1.0188222382597951,1.2336951384096813,5.461333333333333
8,7,250,41.174783838585164,41.084799285512005,4.096
8,6,250,41.52839574813966,40.24673624772404,4.096
8,5,250,38.780794467686746,38.73726543611247,4.096
8,4,250,36.760873844018924,36.620886741600614,4.096
8,3,250,5.312785861337289,17.346147689775744,4.096
8,2,250,1.8766423418950091,0.9310802925408656,4.096
16,15,250,41.47431706361642,41.340682030652395,2.048
16,14,250,41.20134009309601,41.20134009309601,2.048
16,13,250,41.20134009309601,41.20134009309601,2.048
16,12,250,41.20134009309601,41.20134009309601,2.048
16,11,250,41.20134009309601,41.56315460944257,2.048
16,10,250,41.21531731891647,41.28309041966988,2.048
6,5,275,38.77537670568129,39.85003462766673,4.964848484848485
6,4,275,36.96454122388345,37.30165675868597,4.964848484848485
6,3,275,6.973974908450886,17.636080386391264,4.964848484848485
6,2,275,1.878468491606385,0.9014458746295368,4.964848484848485
6,1,275,1.0188222382597951,1.2336951384096813,4.964848484848485
8,7,275,40.3670911359859,40.701643972720646,3.7236363636363636
8,6,275,40.71102279876948,39.914182030598575,3.7236363636363636
8,5,275,38.973425518908655,39.73173254230421,3.7236363636363636
8,4,275,36.96454122388345,37.30165675868597,3.7236363636363636
8,3,275,6.973974908450886,17.636080386391264,3.7236363636363636
8,2,275,1.878468491606385,0.9014458746295368,3.7236363636363636
16,15,275,40.58025050515812,40.0022962683189,1.8618181818181818
16,14,275,39.97095011837366,39.97095011837366,1.8618181818181818
16,13,275,39.97095011837366,39.97095011837366,1.8618181818181818
16,12,275,39.91492871732522,39.97095011837366,1.8618181818181818
16,11,275,39.97095011837366,40.02543526803414,1.8618181818181818
16,10,275,40.226860028289856,40.15072862891619,1.8618181818181818
6,5,300,39.05926707062259,39.20415395707026,4.551111111111111
6,4,300,37.766610282615176,36.869851902233364,4.551111111111111
6,3,300,6.448491881374732,16.639872885176786,4.551111111111111
6,2,300,1.878468491606385,0.8950764409612393,4.551111111111111
6,1,300,1.0188222382597951,1.2336951384096813,4.551111111111111
8,7,300,39.59406181804012,39.51172462032606,3.4133333333333336
8,6,300,40.590131298073075,39.09406604665429,3.4133333333333336
8,5,300,38.69275660298903,39.1864960420983,3.4133333333333336
8,4,300,37.766610282615176,36.869851902233364,3.4133333333333336
8,3,300,6.448491881374732,16.639872885176786,3.4133333333333336
8,2,300,1.878468491606385,0.8950764409612393,3.4133333333333336
16,15,300,39.18424948630433,39.56691204946244,1.7066666666666668
16,14,300,39.582923870358805,39.89244291786736,1.7066666666666668
16,13,300,39.69865947580326,39.582923870358805,1.7066666666666668
16,12,300,39.62112227031962,39.578909209890824,1.7066666666666668
16,11,300,39.89244291786736,39.69865947580326,1.7066666666666668
16,10,300,39.33665629608781,39.82601952973825,1.7066666666666668
6,5,325,39.37989286667402,39.87221024560321,4.201025641025641
6,4,325,37.92240749774291,37.032944922012064,4.201025641025641
6,3,325,5.898959596398628,16.200419516628973,4.201025641025641
6,2,325,1.878468491606385,0.8950764409612393,4.201025641025641
6,1,325,1.0188222382597951,1.2336951384096813,4.201025641025641
8,7,325,40.998493422517576,40.673721169996,3.1507692307692308
8,6,325,40.18081846740286,40.314724535591154,3.1507692307692308
8,5,325,38.83239714847298,39.53881924922842,3.1507692307692308
8,4,325,37.92240749774291,37.032944922012064,3.1507692307692308
8,3,325,5.898959596398628,16.200419516628973,3.1507692307692308
8,2,325,1.878468491606385,0.8950764409612393,3.1507692307692308
16,15,325,39.86678654597626,40.09667573690617,1.5753846153846154
16,14,325,40.09667573690617,40.09667573690617,1.5753846153846154
16,13,325,40.09667573690617,40.09667573690617,1.5753846153846154
16,12,325,40.09667573690617,40.12418331270424,1.5753846153846154
16,11,325,40.12418331270424,40.09667573690617,1.5753846153846154
16,10,325,40.247423933390266,40.25762211182829,1.5753846153846154
6,5,350,38.968964629982985,40.79027107249997,3.900952380952381
6,4,350,38.03101263873407,37.20157932659755,3.900952380952381
6,3,350,6.560328647067205,16.408827653416182,3.900952380952381
6,2,350,1.878468491606385,0.8950764409612393,3.900952380952381
6,1,350,1.0188222382597951,1.2336951384096813,3.900952380952381
8,7,350,40.86935838387411,40.67179269396987,2.9257142857142857
8,6,350,40.09015708861184,40.74013881717289,2.9257142857142857
8,5,350,38.955285262289934,40.60485361497993,2.9257142857142857
8,4,350,38.03101263873407,37.20157932659755,2.9257142857142857
8,3,350,6.560328647067205,16.408827653416182,2.9257142857142857
8,2,350,1.878468491606385,0.8950764409612393,2.9257142857142857
16,15,350,40.584941636851596,40.7236128014314,1.4628571428571429
16,14,350,40.7236128014314,40.74413182328712,1.4628571428571429
16,13,350,40.7236128014314,40.74413182328712,1.4628571428571429
16,12,350,40.74413182328712,40.7236128014314,1.4628571428571429
16,11,350,40.96038500040073,40.50908144990604,1.4628571428571429
16,10,350,40.615597086060845,40.59509990590296,1.4628571428571429
6,5,375,38.9563085287423,39.980270879603516,3.640888888888889
6,4,375,38.976167644215884,37.740481822646565,3.640888888888889
6,3,375,5.913349306599337,13.482860610191025,3.640888888888889
6,2,375,1.878468491606385,0.8950764409612393,3.640888888888889
6,1,375,1.0188222382597951,1.2336951384096813,3.640888888888889
8,7,375,40.490926028331835,40.6185191173604,2.7306666666666666
8,6,375,39.93189657618054,40.14296529360394,2.7306666666666666
8,5,375,38.45568549595409,39.974911678715834,2.7306666666666666
8,4,375,38.976167644215884,37.740481822646565,2.7306666666666666
8,3,375,5.913349306599337,13.482860610191025,2.7306666666666666
8,2,375,1.878468491606385,0.8950764409612393,2.7306666666666666
16,15,375,40.53591999353811,40.77604386331209,1.3653333333333333
16,14,375,40.5415646736363,40.55385931179657,1.3653333333333333
16,13,375,40.65793219186343,40.5415646736363,1.3653333333333333
16,12,375,40.778032343994184,40.55385931179657,1.3653333333333333
16,11,375,40.55385931179657,40.6151414473414,1.3653333333333333
16,10,375,40.802336489277444,40.83315541404101,1.3653333333333333
6,5,400,38.84928713759462,40.16621104272312,3.4133333333333336
6,4,400,38.713965681524265,37.7229610921607,3.4133333333333336
6,3,400,6.101285950675491,14.659823894299743,3.4133333333333336
6,2,400,1.878468491606385,0.8950764409612393,3.4133333333333336
6,1,400,1.0188222382597951,1.2336951384096813,3.4133333333333336
8,7,400,40.3368107298082,40.491904132451864,2.56
8,6,400,39.6383420751602,40.20221632778746,2.56
8,5,400,39.34191366569523,40.32265530862409,2.56
8,4,400,38.713965681524265,37.7229610921607,2.56
8,3,400,6.101285950675491,14.659823894299743,2.56
8,2,400,1.878468491606385,0.8950764409612393,2.56
16,15,400,40.63009506845918,40.5687270548861,1.28
16,14,400,40.5687270548861,40.5686282208978,1.28
16,13,400,40.5686282208978,40.5686282208978,1.28
16,12,400,40.5686282208978,40.710062241120724,1.28
16,11,400,40.51325892299578,40.63162682442505,1.28
16,10,400,40.621559758376236,40.711897331925,1.28
