NZr,NZc,Tr,Tc,MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s),DSP Usage,Simulated Ncycles,Simulated Execution Time (s)
28,4,4,32,0.0029289592966169516,21,48819.75,24192,2352,0.47799177068566095,2.0571428571428574,2.0571428571428574,1.1759999999999998e-05,180,748,3.74e-06
28,5,4,32,0.0029167941667158494,17,41696.75,20672,1904,0.4753413239056078,2.1714285714285717,2.1714285714285717,9.519999999999999e-06,180,633,3.165e-06
28,6,4,32,0.002900123784682081,13,33549.75,16640,1456,0.47083124067144383,2.2857142857142856,2.2857142857142856,7.28e-06,180,518,2.59e-06
32,48,4,2,0.0029804565003013136,17,41888.0,20672,2176,0.47326007326007324,1.9,1.9,1.088e-05,30,996,4.98e-06
32,56,4,2,0.0029738570137158656,15,37920.0,18720,1920,0.47139403706688154,1.95,1.95,9.6e-06,30,1018,5.09e-06
32,64,4,2,0.002942406271523149,14,36288.0,17920,1792,0.47058823529411764,2.0,2.0,8.96e-06,30,1073,5.365e-06
32,72,4,2,0.0029557970217129644,13,34528.0,17056,1664,0.46960352422907486,2.05,2.05,8.32e-06,30,1112,5.56e-06
32,80,4,2,0.0028886563170189387,13,35360.0,17472,1664,0.4702842377260982,2.1,2.1,8.32e-06,30,1216,6.08e-06
32,88,4,2,0.00297982964122323,12,33408.0,16512,1536,0.4690909090909091,2.15,2.15,7.68e-06,30,1231,6.155e-06
32,96,4,2,0.0029686449686936074,12,34176.0,16896,1536,0.4697508896797153,2.2,2.2,7.68e-06,30,1327,6.635e-06
32,12,4,8,0.0029449445970943767,24,58920.0,29184,3072,0.4806957438397681,1.9,1.9,1.536e-05,60,937,4.685e-06
32,14,4,8,0.0029354893363143855,21,52899.0,26208,2688,0.47920133111480867,1.95,1.95,1.344e-05,60,840,4.2e-06
32,16,4,8,0.0029529554394677783,18,46494.0,23040,2304,0.47715693989976393,2.0,2.0,1.152e-05,60,743,3.715e-06
32,18,4,8,0.0029492956246522594,16,42352.0,20992,2048,0.4755346139905763,2.05,2.05,1.024e-05,60,679,3.395e-06
32,20,4,8,0.002975855984697989,14,37954.0,18816,1792,0.4734061289186333,2.1,2.1,8.96e-06,60,615,3.075e-06
32,22,4,8,0.0029494994887744644,13,36075.0,17888,1664,0.47239020783267754,2.15,2.15,8.32e-06,60,584,2.92e-06
32,24,4,8,0.0029686449686936074,12,34068.0,16896,1536,0.47116564417177914,2.2,2.2,7.68e-06,60,553,2.765e-06
32,6,4,16,0.0029852543690328365,25,61337.5,30400,3200,0.4815498301111208,1.9,1.9,1.6e-05,100,965,4.825e-06
32,7,4,16,0.002979499109132445,22,55385.0,27456,2816,0.48019308463193244,1.95,1.95,1.408e-05,100,867,4.335e-06
32,8,4,16,0.002975571766078601,19,49048.5,24320,2432,0.4783587887609288,2.0,2.0,1.216e-05,100,769,3.845e-06
32,9,4,16,0.0029652977843329337,17,44973.5,22304,2176,0.4769327816445884,2.05,2.05,1.0880000000000003e-05,100,704,3.52e-06
32,10,4,16,0.0029639262141219515,15,40642.5,20160,1920,0.47508513120220575,2.1,2.1,9.6e-06,100,639,3.195e-06
32,11,4,16,0.0029986752140312937,13,36055.5,17888,1664,0.4726335953497589,2.15,2.15,8.32e-06,100,574,2.87e-06
32,12,4,16,0.0029686449686936074,12,34050.0,16896,1536,0.4714022654985771,2.2,2.2,7.68e-06,100,542,2.71e-06
32,3,4,32,0.002993012699219409,25,61318.75,30400,3200,0.48169289701041423,1.9,1.9,1.6e-05,180,963,4.815e-06
32,4,4,32,0.002942425801703582,20,51615.0,25600,2560,0.47933791450558916,2.0,2.0,1.28e-05,180,799,3.995e-06
32,5,4,32,0.0029397443442372734,16,43340.0,21504,2048,0.47646902419569265,2.1,2.1,1.024e-05,180,668,3.34e-06
32,6,4,32,0.0029686449686936074,12,34041.0,16896,1536,0.4715206653085145,2.2,2.2,7.68e-06,180,537,2.685e-06
8,48,8,2,0.0029661341402439107,32,45824.0,22528,1536,0.4731182795698925,2.933333333333333,2.933333333333333,7.680000000000001e-06,50,1643,8.215e-06
8,56,8,2,0.0029789989140869056,28,41888.0,20608,1568,0.4717948717948718,2.6285714285714286,2.6285714285714286,7.84e-06,50,1671,8.355e-06
8,64,8,2,0.002994747126885714,25,39000.0,19200,1600,0.4706805255932536,2.4,2.4,8e-06,50,1700,8.5e-06
8,72,8,2,0.00295011069790461,24,38976.0,19200,1728,0.47095761381475665,2.2222222222222223,2.2222222222222223,8.64e-06,50,1827,9.135e-06
8,80,8,2,0.002954910857370966,23,38824.0,19136,1840,0.4711443766003545,2.08,2.08,9.2e-06,50,1938,9.69e-06
8,88,8,2,0.0029783453955017215,22,38544.0,19008,1936,0.47124157080523604,1.9636363636363638,1.9636363636363638,9.679999999999999e-06,50,2033,1.0165e-05
8,96,8,2,0.0029567860918285264,22,39952.0,19712,2112,0.4722115753162131,1.8666666666666667,1.8666666666666667,1.056e-05,50,2209,1.1045e-05
8,12,8,8,0.0029975165105563667,43,61189.0,30272,1376,0.4806528953176355,4.4,4.4,6.879999999999999e-06,80,636,3.18e-06
8,14,8,8,0.002973358142877174,37,55019.0,27232,1184,0.4793437890549365,4.6,4.6,5.920000000000001e-06,80,632,3.16e-06
8,16,8,8,0.002981821463098812,33,51183.0,25344,1056,0.4784143463898065,4.8,4.784143463898065,5.2975e-06,80,0,0.0
8,18,8,8,0.0029753861899147692,29,46835.0,23200,928,0.4771011989224094,5.0,4.771011989224093,4.8627e-06,80,0,0.0
8,20,8,8,0.0029547361416837107,26,43654.0,21632,832,0.4759934867755138,5.2,4.759934867755138,4.5446e-06,80,0,0.0
8,22,8,8,0.002999814977633961,23,40089.0,19872,736,0.4744872376495308,5.4,4.744872376495309,4.1881e-06,80,0,0.0
8,24,8,8,0.0029567860918285264,22,39754.0,19712,704,0.47446204207384585,5.6,4.744620420738459,4.1546e-06,80,0,0.0
8,6,8,16,0.0030186917266857905,46,65389.0,32384,1472,0.48204105327399116,4.4,4.4,7.359999999999999e-06,120,490,2.45e-06
8,7,8,16,0.0029802325691712472,40,59420.0,29440,1280,0.4809514474286088,4.6,4.6,6.4000000000000006e-06,120,437,2.185e-06
8,8,8,16,0.002988200443495023,35,54232.5,26880,1120,0.47979009183482224,4.8,4.797900918348223,5.60245e-06,120,0,0.0
8,9,8,16,0.0029586314943699037,32,51632.0,25600,1024,0.47918538484576223,5.0,4.791853848457622,5.3424e-06,120,0,0.0
8,10,8,16,0.0029761427091268854,27,45292.5,22464,864,0.4770996824857437,5.2,4.770996824857437,4.708450000000001e-06,120,0,0.0
8,11,8,16,0.002981062896992924,24,41796.0,20736,768,0.47572726438469304,5.4,4.75727264384693,4.3588000000000005e-06,120,0,0.0
8,12,8,16,0.0029567860918285264,22,39721.0,19712,704,0.47483920699539905,5.6,4.74839206995399,4.1513e-06,120,0,0.0
10,48,8,2,0.0029649265208487006,25,42200.0,20800,1200,0.4728132387706856,3.4666666666666663,3.4666666666666663,6.000000000000001e-06,50,1302,6.51e-06
10,56,8,2,0.002945696076785895,22,38544.0,19008,1232,0.47124157080523604,3.085714285714286,3.085714285714286,6.16e-06,50,1331,6.655e-06
10,64,8,2,0.0029552905271702274,20,36320.0,17920,1280,0.47019311502938704,2.8,2.8,6.4e-06,50,1377,6.885e-06
10,72,8,2,0.002927942269906383,19,35720.0,17632,1368,0.47003625506504587,2.577777777777778,2.577777777777778,6.84e-06,50,1464,7.32e-06
10,80,8,2,0.002936733833714475,18,34992.0,17280,1440,0.469769464984776,2.4,2.4,7.2e-06,50,1535,7.675e-06
10,88,8,2,0.00297608635931818,17,34136.0,16864,1496,0.4693832108661768,2.2545454545454544,2.2545454545454544,7.480000000000001e-06,50,1590,7.95e-06
10,96,8,2,0.002964632570359086,17,35224.0,17408,1632,0.4702831208126216,2.133333333333333,2.133333333333333,8.160000000000001e-06,50,1726,8.63e-06
10,12,8,8,0.0029680487959452377,33,55407.0,27456,1320,0.4800083917551006,4.16,4.16,6.6e-06,80,508,2.54e-06
10,14,8,8,0.0029694312198652196,29,50547.0,25056,1160,0.4787252335734347,4.32,4.32,5.8e-06,80,514,2.57e-06
10,16,8,8,0.002990070984951011,25,45175.0,22400,1000,0.4769306108544297,4.48,4.48,4.999999999999999e-06,80,504,2.52e-06
10,18,8,8,0.0029535663171559867,23,43033.0,21344,920,0.4761628555493586,4.64,4.64,4.6e-06,80,516,2.58e-06
10,20,8,8,0.002986608577784771,20,38700.0,19200,800,0.47416773683690605,4.8,4.741677368369061,4.0492e-06,80,0,0.0
10,22,8,8,0.0029916563084345263,18,35982.0,17856,720,0.47270609413882564,4.96,4.727060941388256,3.7774000000000005e-06,80,0,0.0
10,24,8,8,0.002964632570359086,17,35071.0,17408,680,0.472235032417329,5.12,4.72235032417329,3.6863000000000006e-06,80,0,0.0
10,6,8,16,0.002968917671197596,37,62067.5,30784,1480,0.48205826854266004,4.16,4.16,7.4e-06,120,483,2.415e-06
10,7,8,16,0.0029633301598582748,32,55728.0,27648,1280,0.48066759388038943,4.32,4.32,6.4e-06,120,429,2.145e-06
10,8,8,16,0.0029846339350647158,27,48748.5,24192,1080,0.4786656245980946,4.48,4.48,5.399999999999999e-06,120,375,1.875e-06
10,9,8,16,0.0029822086216249265,24,44868.0,22272,960,0.4773253321903129,4.64,4.64,4.8e-06,120,343,1.715e-06
10,10,8,16,0.00293803394077059,22,42537.0,21120,880,0.4764375465271041,4.8,4.7643754652710415,4.4328999999999995e-06,120,0,0.0
10,11,8,16,0.0029611957863417073,19,37952.5,18848,760,0.4742291386229541,4.96,4.7422913862295415,3.97445e-06,120,0,0.0
10,12,8,16,0.002964632570359086,17,35045.5,17408,680,0.4725619273837801,5.12,4.725619273837801,3.68375e-06,120,0,0.0
12,48,8,2,0.002996087083152184,20,38880.0,19200,960,0.47206923682140045,4.0,4.0,4.8e-06,50,1059,5.295e-06
12,56,8,2,0.002958448911243005,18,36144.0,17856,1008,0.47068747363981445,3.542857142857143,3.542857142857143,5.04e-06,50,1105,5.525e-06
12,64,8,2,0.0029901474290332467,16,33152.0,16384,1024,0.46886446886446886,3.2,3.2,5.12e-06,50,1119,5.595e-06
12,72,8,2,0.0029830752124862217,15,32040.0,15840,1080,0.4681957909671317,2.933333333333333,2.933333333333333,5.4e-06,50,1174,5.87e-06
12,80,8,2,0.0029172313522849162,15,33000.0,16320,1200,0.4690733501954472,2.72,2.72,6e-06,50,1294,6.47e-06
12,88,8,2,0.0029837988707598286,14,31696.0,15680,1232,0.4682274247491639,2.5454545454545454,2.5454545454545454,6.16e-06,50,1325,6.625e-06
12,96,8,2,0.0029737012489331523,14,32592.0,16128,1344,0.46905537459283386,2.4,2.4,6.72e-06,50,1437,7.185e-06
12,12,8,8,0.00299209179259015,27,52245.0,25920,1296,0.47967133630660475,4.0,4.0,6.48e-06,80,432,2.16e-06
12,14,8,8,0.0029897176730581437,24,47976.0,23808,1152,0.4783796817231956,4.133333333333334,4.133333333333334,5.759999999999999e-06,80,441,2.205e-06
12,16,8,8,0.0029645488537384823,21,43323.0,21504,1008,0.4766485647788984,4.266666666666666,4.266666666666666,5.040000000000001e-06,80,438,2.19e-06
12,18,8,8,0.0029565572005051505,19,40413.0,20064,912,0.47539391067409076,4.4,4.4,4.56e-06,80,442,2.21e-06
12,20,8,8,0.002937820753941101,17,37247.0,18496,816,0.4737826276287815,4.533333333333334,4.533333333333334,4.079999999999999e-06,80,438,2.19e-06
12,22,8,8,0.0029697994330196167,15,33825.0,16800,720,0.47168486958474887,4.666666666666666,4.666666666666666,3.6000000000000003e-06,80,426,2.13e-06
12,24,8,8,0.0029737012489331523,14,32466.0,16128,672,0.47078054760931753,4.8,4.707805476093175,3.4258000000000003e-06,80,0,0.0
12,6,8,16,0.00298626327821609,30,58005.0,28800,1440,0.4816295131862802,4.0,4.0,7.2e-06,120,466,2.33e-06
12,7,8,16,0.002964518882656053,26,51935.0,25792,1248,0.4800565823515179,4.133333333333334,4.133333333333334,6.239999999999999e-06,120,415,2.075e-06
12,8,8,16,0.0029493412871971388,23,47414.5,23552,1104,0.4786359525672421,4.266666666666666,4.266666666666666,5.5200000000000005e-06,120,377,1.885e-06
12,9,8,16,0.00297307685345142,20,42510.0,21120,960,0.4767279129610401,4.4,4.4,4.8e-06,120,339,1.695e-06
12,10,8,16,0.0029546733238113537,18,39411.0,19584,864,0.475305196223576,4.533333333333334,4.533333333333334,4.319999999999999e-06,120,314,1.57e-06
12,11,8,16,0.002933577846311763,16,36056.0,17920,768,0.4734728387233143,4.666666666666666,4.666666666666666,3.8400000000000005e-06,120,289,1.445e-06
12,12,8,16,0.0029737012489331523,14,32445.0,16128,672,0.47106931097934984,4.8,4.710693109793499,3.4237e-06,120,0,0.0
14,48,8,2,0.0029757314866608324,18,39600.0,19584,1008,0.47313490529570934,3.8857142857142852,3.8857142857142852,5.040000000000001e-06,50,963,4.815e-06
14,56,8,2,0.002965599321792696,16,36224.0,17920,896,0.4713804713804714,4.0,4.0,4.48e-06,50,993,4.965e-06
14,64,8,2,0.002924950307167811,15,34920.0,17280,960,0.4706907823055132,3.6,3.6,4.8e-06,50,1056,5.28e-06
14,72,8,2,0.002926481414060536,14,33488.0,16576,1008,0.46984126984126984,3.2888888888888888,3.2888888888888888,5.04e-06,50,1103,5.515e-06
14,80,8,2,0.0029712420041764502,13,31928.0,15808,1040,0.46880189798339267,3.04,3.04,5.2e-06,50,1134,5.67e-06
14,88,8,2,0.0029363265859815688,13,32760.0,16224,1144,0.469553137300301,2.8363636363636364,2.8363636363636364,5.72e-06,50,1238,6.19e-06
14,96,8,2,0.0029246834083655558,13,33592.0,16640,1248,0.47026904815735926,2.666666666666667,2.666666666666667,6.239999999999999e-06,50,1342,6.71e-06
14,12,8,8,0.0029598069674028286,25,54775.0,27200,1400,0.48084572277122706,3.8857142857142852,3.8857142857142852,7.000000000000001e-06,80,456,2.28e-06
14,14,8,8,0.0029481779362880555,22,49610.0,24640,1232,0.47935877981401503,4.0,4.0,6.16e-06,80,413,2.065e-06
14,16,8,8,0.0029474336600039674,19,44061.0,21888,1064,0.47735153643164024,4.114285714285715,4.114285714285715,5.319999999999999e-06,80,406,2.03e-06
14,18,8,8,0.002952003883313709,17,40511.0,20128,952,0.47580549842800746,4.228571428571429,4.228571428571429,4.76e-06,80,406,2.03e-06
14,20,8,8,0.0029545522414929862,15,36705.0,18240,840,0.4738031534924799,4.342857142857143,4.342857142857143,4.199999999999999e-06,80,398,1.99e-06
14,22,8,8,0.0029187420591687573,14,35154.0,17472,784,0.4729064039408867,4.457142857142857,4.457142857142857,3.92e-06,80,405,2.025e-06
14,24,8,8,0.0029246834083655558,13,33475.0,16640,728,0.4718291887600306,4.571428571428571,4.571428571428571,3.64e-06,80,408,2.04e-06
