NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s),DSP Usage,BRAM Usage,Simulated Ncycles,Simulated Execution Time (s)
8,24,8,8,85.55,0.005673088727819,20,41760.0,82080,480,1.851985559566787,25.65,18.51985559566787,4.432e-06,432,80,513,3.42e-06
8,7,8,16,85.15,0.0058791429865372,30,43350.0,84720,240,1.8453495970376825,52.95,18.453495970376824,4.591e-06,512,96,283,1.8866666666666667e-06
8,8,8,16,85.54,0.0058051739080438,27,42471.0,83160,216,1.8467278097310742,57.75,18.467278097310743,4.503099999999999e-06,512,96,257,1.7133333333333334e-06
8,9,8,16,85.17,0.0059310921938434,22,37422.0,73392,198,1.8356260317142714,55.6,18.356260317142713,3.9982e-06,512,96,234,1.56e-06
8,10,8,16,85.38,0.0059178576128542,20,36580.0,71840,200,1.8354624425140522,53.88,18.35462442514052,3.914e-06,512,96,234,1.56e-06
8,11,8,16,85.52,0.0057747682654554,20,39140.0,76960,220,1.8455635491606714,52.47272727272727,18.455635491606714,4.17e-06,512,96,254,1.6933333333333334e-06
8,12,8,16,85.55,0.005673088727819,20,41700.0,82080,240,1.8544961590600995,51.3,18.544961590600995,4.426e-06,512,96,274,1.8266666666666666e-06
8,3,8,32,85.24000000000001,0.0059955050020022,31,40780.5,79608,248,1.8368039131989709,48.15,18.368039131989708,4.3340500000000005e-06,672,128,289,1.9266666666666667e-06
8,4,8,32,85.42,0.0059910866870133,24,37716.0,73920,192,1.8353361803555468,57.75,18.35336180355547,4.027599999999999e-06,672,128,227,1.5133333333333334e-06
8,5,8,32,85.44,0.0057412496865988,23,42032.5,82616,184,1.8526882323260638,67.35,18.526882323260637,4.45925e-06,672,128,219,1.46e-06
8,6,8,32,85.55,0.005673088727819,20,41670.0,82080,160,1.8557540131132715,76.95,18.557540131132715,4.423e-06,672,128,193,1.2866666666666667e-06
8,2,8,64,85.36,0.0059690431903226,25,39268.75,77000,200,1.8408391357618863,57.75,18.408391357618864,4.182875e-06,992,192,235,1.5666666666666668e-06
8,3,8,64,85.55,0.005673088727819,20,41655.0,82080,160,1.8563835802329527,76.95,18.56383580232953,4.421499999999999e-06,992,192,191,1.2733333333333334e-06
2,56,16,2,85.25,0.0059761599988156,39,47151.0,90168,2184,1.8138440184265052,6.192857142857143,6.192857142857143,1.456e-05,692,132,2228,1.4853333333333334e-05
2,72,16,2,85.42,0.005877887334429,36,52740.0,101664,2592,1.8384086799276673,5.883333333333333,5.883333333333333,1.728e-05,692,132,2633,1.7553333333333334e-05
2,88,16,2,85.15,0.0056808473355568,39,67119.0,130104,3432,1.867190975760272,5.686363636363636,5.686363636363636,2.2880000000000005e-05,692,132,3476,2.3173333333333334e-05
2,96,16,2,85.77,0.0059843823548358,32,59168.0,114944,3072,1.862104717470192,5.6125,5.6125,2.048e-05,692,132,3109,2.0726666666666666e-05
2,24,16,8,85.77,0.0059843823548358,32,58592.0,114944,768,1.879644165358451,22.45,18.79644165358451,6.1152e-06,752,144,807,5.38e-06
2,9,16,16,85.77,0.0059703343573611,41,59204.0,115784,369,1.8746195194611748,47.06666666666666,18.746195194611747,6.176400000000001e-06,832,160,418,2.7866666666666665e-06
2,12,16,16,85.77,0.0059843823548358,32,58496.0,114944,384,1.8825995807127882,44.9,18.82599580712788,6.1056000000000005e-06,832,160,424,2.8266666666666666e-06
2,6,16,32,85.77,0.0059843823548358,32,58448.0,114944,192,1.8840807762916338,89.8,18.840807762916338,6.1008e-06,992,192,233,1.5533333333333334e-06
2,3,16,64,85.77,0.0059843823548358,32,58424.0,114944,96,1.8848222484586121,179.6,18.84822248458612,6.098400000000001e-06,1312,256,138,9.2e-07
3,56,16,2,85.2,0.0059984034988502,27,36099.0,69336,1512,1.7935280271088232,6.878571428571428,6.878571428571428,1.008e-05,692,132,1545,1.03e-05
3,64,16,2,85.22,0.0059987202087658,25,36625.0,70600,1600,1.8017098379481944,6.61875,6.61875,1.0666666666666666e-05,692,132,1631,1.0873333333333333e-05
3,72,16,2,85.39999999999999,0.0059968903369934,24,38232.0,73920,1728,1.8121200235340262,6.416666666666667,6.416666666666667,1.152e-05,692,132,1758,1.172e-05
3,80,16,2,85.48,0.0059893122491303,23,39583.0,76728,1840,1.8206582350568303,6.255,6.255,1.2266666666666666e-05,692,132,1869,1.246e-05
3,88,16,2,85.19,0.0058800792981089,24,44376.0,86208,2112,1.8367138230782343,6.122727272727273,6.122727272727273,1.408e-05,692,132,2142,1.428e-05
3,96,16,2,85.16,0.0054639207715589,31,61287.0,119288,2976,1.8683415039077795,6.0125,6.0125,1.984e-05,692,132,3013,2.0086666666666665e-05
3,12,16,8,85.76,0.0059643994832998,40,47640.0,92480,480,1.8422310756972111,28.9,18.42231075697211,5.020000000000001e-06,752,144,528,3.52e-06
3,14,16,8,85.22999999999999,0.005928571967978,36,47484.0,92448,504,1.8473343457757174,27.514285714285712,18.473343457757174,5.0044e-06,752,144,548,3.6533333333333332e-06
3,16,16,8,85.27,0.0059631909914351,31,44857.0,87544,496,1.846257671299323,26.475,18.46257671299323,4.7417e-06,752,144,535,3.5666666666666667e-06
3,18,16,8,85.61999999999999,0.0057891711197934,31,48825.0,95480,558,1.8581298044176315,25.666666666666668,18.581298044176314,5.1385e-06,752,144,597,3.98e-06
3,20,16,8,85.3,0.0054730683728118,35,59605.0,116760,700,1.8782272983189898,25.02,18.7822729831899,6.2165e-06,752,144,743,4.953333333333333e-06
3,22,16,8,85.16,0.0053467823224219,35,64085.0,125720,770,1.886413084252382,24.490909090909092,18.86413084252382,6.6645e-06,752,144,813,5.42e-06
3,24,16,8,85.16,0.0054639207715589,31,60729.0,119288,744,1.884814106716807,24.05,18.84814106716807,6.3289000000000005e-06,752,144,783,5.22e-06
3,7,16,16,85.36,0.0059632770193586,38,50008.0,97584,266,1.8563384568558818,55.028571428571425,18.563384568558817,5.2568e-06,832,160,313,2.086666666666667e-06
3,8,16,16,85.72,0.0059874368883543,32,46208.0,90368,256,1.853018372703412,52.95,18.53018372703412,4.8768000000000005e-06,832,160,297,1.98e-06
3,9,16,16,85.76,0.0059691057880168,29,45588.0,89320,261,1.8551134003489242,51.333333333333336,18.551134003489242,4.8148e-06,832,160,299,1.9933333333333334e-06
3,10,16,16,85.31,0.0057438366030773,30,51000.0,100080,300,1.8685586258401792,50.04,18.68558625840179,5.356e-06,832,160,339,2.26e-06
3,12,16,16,85.16,0.0054639207715589,31,60636.0,119288,372,1.8875878220140516,48.1,18.875878220140518,6.3196e-06,832,160,412,2.7466666666666665e-06
3,4,16,32,85.19,0.0059705801421714,33,47602.5,93192,132,1.857802143035136,105.9,18.57802143035136,5.01625e-06,992,192,175,1.1666666666666666e-06
3,5,16,32,85.31,0.0056808355460216,32,54352.0,106752,160,1.875737981445038,100.08,18.757379814450378,5.691200000000001e-06,992,192,202,1.3466666666666668e-06
3,6,16,32,85.16,0.0054639207715589,31,60589.5,119288,186,1.8889777432917125,96.2,18.889777432917125,6.3149499999999996e-06,992,192,227,1.5133333333333334e-06
3,2,16,64,85.15,0.0059397856362255,34,49019.5,96016,102,1.8615147490766681,141.2,18.61514749076668,5.1579499999999995e-06,1312,256,146,9.733333333333333e-07
3,3,16,64,85.16,0.0054639207715589,31,60566.25,119288,93,1.8896734718124393,192.4,18.896734718124392,6.312625e-06,1312,256,135,9e-07
4,48,16,2,85.18,0.0055743736174724,30,40110.0,77040,1440,1.8054839465666745,8.025,8.025,9.6e-06,692,132,1477,9.846666666666667e-06
4,56,16,2,85.22,0.0054921886522447,28,41020.0,79072,1568,1.8144102799449289,7.564285714285715,7.564285714285715,1.0453333333333332e-05,692,132,1603,1.0686666666666667e-05
4,64,16,2,85.28999999999999,0.0057884033121653,21,33453.0,64680,1344,1.7960181045733485,7.21875,7.21875,8.96e-06,692,132,1372,9.146666666666667e-06
4,72,16,2,85.24000000000001,0.0053695245841856,26,44746.0,86736,1872,1.8335094913964403,6.95,6.95,1.248e-05,692,132,1905,1.27e-05
4,80,16,2,85.2,0.0052522083847303,27,49923.0,96984,2160,1.8479126574319304,6.735,6.735,1.44e-05,692,132,2194,1.4626666666666667e-05
4,88,16,2,85.34,0.0056870237668154,20,39540.0,76960,1760,1.8280285035629453,6.559090909090909,6.559090909090909,1.1733333333333333e-05,692,132,1787,1.1913333333333333e-05
4,96,16,2,85.55,0.005673088727819,20,42100.0,82080,1920,1.837886251679355,6.4125,6.4125,1.28e-05,692,132,1947,1.298e-05
4,14,16,8,85.50999999999999,0.0059446614377939,26,37622.0,73424,364,1.8272858493852968,30.25714285714286,18.27285849385297,4.0182e-06,752,144,399,2.66e-06
4,16,16,8,85.52,0.005783032229632,26,40950.0,80080,416,1.8404964376005517,28.875,18.404964376005516,4.351e-06,752,144,451,3.0066666666666665e-06
4,18,16,8,85.26,0.0055081054202901,28,47684.0,93408,504,1.859087652256986,27.8,18.590876522569857,5.0244000000000005e-06,752,144,541,3.6066666666666667e-06
4,20,16,8,85.15,0.0052995957742863,29,53099.0,104168,580,1.8715391940207333,26.94,18.715391940207333,5.5659e-06,752,144,618,4.12e-06
4,22,16,8,85.19,0.0051648096885759,29,56811.0,111592,638,1.8795708342456754,26.236363636363635,18.795708342456756,5.9370999999999994e-06,752,144,676,4.506666666666667e-06
4,24,16,8,85.55,0.005673088727819,20,41740.0,82080,480,1.852821670428894,25.65,18.52821670428894,4.43e-06,752,144,509,3.393333333333333e-06
4,7,16,16,85.15,0.0058791429865372,30,43320.0,84720,210,1.846556233653008,60.51428571428572,18.46556233653008,4.587999999999999e-06,832,160,250,1.6666666666666667e-06
4,8,16,16,85.54,0.0058051739080438,27,42444.0,83160,216,1.847835747933517,57.75,18.47835747933517,4.5004e-06,832,160,253,1.6866666666666667e-06
4,9,16,16,85.17,0.0059310921938434,22,37400.0,73392,198,1.8366366366366367,55.6,18.366366366366368,3.9959999999999995e-06,832,160,230,1.5333333333333334e-06
4,10,16,16,85.38,0.0059178576128542,20,36560.0,71840,200,1.83640081799591,53.88,18.3640081799591,3.912e-06,832,160,230,1.5333333333333334e-06
4,11,16,16,85.52,0.0057747682654554,20,39120.0,76960,220,1.8464491362763915,52.47272727272727,18.464491362763916,4.168e-06,832,160,250,1.6666666666666667e-06
4,12,16,16,85.55,0.005673088727819,20,41680.0,82080,240,1.8553345388788427,51.3,18.553345388788426,4.424e-06,832,160,270,1.8e-06
4,3,16,32,85.24000000000001,0.0059955050020022,31,40749.5,79608,124,1.8381186575693556,96.3,18.381186575693555,4.33095e-06,992,192,165,1.1e-06
4,4,16,32,85.42,0.0059910866870133,24,37692.0,73920,96,1.8364304879260658,115.5,18.364304879260658,4.0252e-06,992,192,131,8.733333333333334e-07
4,5,16,32,85.44,0.0057412496865988,23,42009.5,82616,115,1.8536443083274436,107.76,18.536443083274435,4.456950000000001e-06,992,192,149,9.933333333333333e-07
4,6,16,32,85.55,0.005673088727819,20,41650.0,82080,120,1.8565935308753676,102.6,18.565935308753676,4.421e-06,992,192,151,1.0066666666666666e-06
4,2,16,64,85.36,0.0059690431903226,25,39243.75,77000,100,1.8419400173429417,115.5,18.419400173429416,4.180375e-06,1312,256,135,9e-07
4,3,16,64,85.55,0.005673088727819,20,41635.0,82080,80,1.8572236678357281,153.9,18.57223667835728,4.4195e-06,1312,256,111,7.4e-07
1,72,32,2,85.15,0.0059793579754195,35,51257.5,98840,2520,1.8365773215032286,5.883333333333333,5.883333333333333,1.68e-05,1332,260,2559,1.706e-05
1,20,32,8,85.27,0.0058916582965894,39,61405.5,120120,780,1.8778872986219133,23.1,18.778872986219135,6.396549999999999e-06,1392,272,825,5.5e-06
1,22,32,8,85.41,0.005964192920259,35,59587.5,116760,770,1.8787561848827385,22.745454545454542,18.787561848827387,6.21475e-06,1392,272,811,5.406666666666667e-06
2,48,32,2,85.18,0.0055743736174724,30,40095.0,77040,1440,1.8061188606259524,8.025,8.025,9.6e-06,1332,260,1475,9.833333333333333e-06
2,56,32,2,85.22,0.0054921886522447,28,41006.0,79072,1568,1.8149933434329524,7.564285714285715,7.564285714285715,1.0453333333333332e-05,1332,260,1601,1.0673333333333333e-05
2,64,32,2,85.28999999999999,0.0057884033121653,21,33442.5,64680,1344,1.796541906812027,7.21875,7.21875,8.96e-06,1332,260,1370,9.133333333333333e-06
2,72,32,2,85.24000000000001,0.0053695245841856,26,44733.0,86736,1872,1.8340134903685534,6.95,6.95,1.248e-05,1332,260,1903,1.2686666666666667e-05
2,80,32,2,85.2,0.0052522083847303,27,49909.5,96984,2160,1.8483881111884046,6.735,6.735,1.44e-05,1332,260,2192,1.4613333333333333e-05
2,88,32,2,85.34,0.0056870237668154,20,39530.0,76960,1760,1.8284628177714422,6.559090909090909,6.559090909090909,1.1733333333333333e-05,1332,260,1785,1.19e-05
2,96,32,2,85.55,0.005673088727819,20,42090.0,82080,1920,1.8382978723404255,6.4125,6.4125,1.28e-05,1332,260,1945,1.2966666666666667e-05
2,14,32,8,85.50999999999999,0.0059446614377939,26,37609.0,73424,364,1.827877218750778,30.25714285714286,18.27877218750778,4.0169000000000005e-06,1392,272,397,2.6466666666666666e-06
2,16,32,8,85.52,0.005783032229632,26,40937.0,80080,416,1.8410465089546406,28.875,18.410465089546406,4.3497e-06,1392,272,449,2.993333333333333e-06
2,18,32,8,85.26,0.0055081054202901,28,47670.0,93408,504,1.8596058132590085,27.8,18.596058132590084,5.023e-06,1392,272,539,3.5933333333333334e-06
2,20,32,8,85.15,0.0052995957742863,29,53084.5,104168,580,1.8720268849571835,26.94,18.720268849571834,5.5644500000000006e-06,1392,272,616,4.106666666666667e-06
2,22,32,8,85.19,0.0051648096885759,29,56796.5,111592,638,1.8800299882910887,26.236363636363635,18.80029988291089,5.93565e-06,1392,272,674,4.493333333333333e-06
2,24,32,8,85.55,0.005673088727819,20,41730.0,82080,480,1.853240009031384,25.65,18.532400090313843,4.4289999999999994e-06,1392,272,507,3.38e-06
2,7,32,16,85.15,0.0058791429865372,30,43305.0,84720,210,1.8471601439005778,60.51428571428572,18.471601439005777,4.5865e-06,1472,288,248,1.6533333333333333e-06
2,8,32,16,85.54,0.0058051739080438,27,42430.5,83160,216,1.8483902157122059,57.75,18.48390215712206,4.4990500000000006e-06,1472,288,251,1.6733333333333333e-06
2,9,32,16,85.17,0.0059310921938434,22,37389.0,73392,198,1.8371423565045433,55.6,18.371423565045433,3.9949000000000005e-06,1472,288,228,1.52e-06
2,10,32,16,85.38,0.0059178576128542,20,36550.0,71840,200,1.8368703656353873,53.88,18.368703656353873,3.911e-06,1472,288,228,1.52e-06
2,11,32,16,85.52,0.0057747682654554,20,39110.0,76960,220,1.8468922486201105,52.47272727272727,18.468922486201105,4.167e-06,1472,288,248,1.6533333333333333e-06
2,12,32,16,85.55,0.005673088727819,20,41670.0,82080,240,1.8557540131132715,51.3,18.557540131132715,4.423e-06,1472,288,268,1.7866666666666666e-06
2,3,32,32,85.24000000000001,0.0059955050020022,31,40734.0,79608,93,1.8387767358063474,128.4,18.387767358063474,4.3294e-06,1632,320,133,8.866666666666667e-07
2,4,32,32,85.42,0.0059910866870133,24,37680.0,73920,96,1.8369781312127236,115.5,18.369781312127238,4.024e-06,1632,320,129,8.6e-07
2,5,32,32,85.44,0.0057412496865988,23,41998.0,82616,115,1.854122716459446,107.76,18.54122716459446,4.455800000000001e-06,1632,320,147,9.8e-07
2,6,32,32,85.55,0.005673088727819,20,41640.0,82080,120,1.8570135746606335,102.6,18.570135746606336,4.42e-06,1632,320,149,9.933333333333333e-07
