NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s),DSP Usage
1,88,64,2,85.31,0.0053839771834713,9,49866.375,37704,792.0,0.7191799928947977,19.042424242424243,7.191799928947978,5.2426375e-06,3720
1,96,64,2,85.28999999999999,0.0053707562726409,9,53130.375,40008,864.0,0.718400621292279,18.522222222222226,7.18400621292279,5.5690375000000005e-06,3720
1,12,64,8,85.17,0.0059044151267517,13,39646.625,36456,156.0,0.863750655258505,93.47692307692309,8.63750655258505,4.2206625e-06,4008
1,14,64,8,85.18,0.0058421573910342,11,41365.25,34136,154.0,0.7771384340442001,88.66493506493505,7.771384340442001,4.392525e-06,4008
1,16,64,8,85.33,0.0058014823965023,10,40418.5,33872,160.0,0.7881149877264213,84.68,7.881149877264213,4.297850000000001e-06,4008
1,18,64,8,85.44,0.0059847321616368,9,35363.25,33096,162.0,0.8727100129867561,81.71851851851852,8.72710012986756,3.792325e-06,4008
1,20,64,8,85.69,0.0058228820263994,9,38950.375,35400,180.0,0.8527988484806509,78.66666666666666,8.527988484806508,4.151037500000001e-06,4008
1,22,64,8,85.25,0.0055264700938967,9,47481.125,37704,198.0,0.7534602789205879,76.16969696969697,7.534602789205879,5.004112499999999e-06,4008
1,24,64,8,85.28999999999999,0.0053707562726409,9,52671.375,40008,216.0,0.7243708852079095,74.08888888888889,7.243708852079095,5.5231375e-06,4008
1,6,64,16,85.25,0.0059241814964129,14,43436.875,39024,84.0,0.8484054623276038,185.82857142857145,8.484054623276037,4.5996875e-06,4392
1,7,64,16,85.28,0.0057327920005416,12,46249.625,36960,84.0,0.7572276984303813,176.0,7.572276984303813,4.8809624999999994e-06,4392
1,8,64,16,85.21,0.0057363572327031,11,44990.25,36952,88.0,0.7771147365155809,167.96363636363637,7.77114736515581,4.755024999999999e-06,4392
1,9,64,16,85.64,0.0058378420654399,10,40334.0,36432,90.0,0.8493495593789341,161.92,8.49349559378934,4.289400000000001e-06,4392
1,10,64,16,85.36,0.0059049569651386,9,37988.25,35400,90.0,0.8730339780385097,157.33333333333331,8.730339780385098,4.054825e-06,4392
1,11,64,16,85.36,0.0056667870777893,9,43561.125,37704,99.0,0.8174995731348704,152.33939393939394,8.174995731348705,4.6121124999999995e-06,4392
1,12,64,16,85.28999999999999,0.0053707562726409,9,52594.875,40008,108.0,0.7253755900996965,148.17777777777778,7.253755900996966,5.515487499999999e-06,4392
1,3,64,32,85.39999999999999,0.0059552983157914,13,43354.625,36456,39.0,0.7939953772899158,373.9076923076923,7.939953772899157,4.591462500000001e-06,5160
1,4,64,32,85.61,0.0059418437380142,10,40301.5,33872,40.0,0.790266322923836,338.72,7.90266322923836,4.2861500000000005e-06,5160
1,5,64,32,85.58,0.005741594985388,9,43338.0,35400,45.0,0.7712754368382064,314.66666666666663,7.712754368382065,4.5898000000000005e-06,5160
1,6,64,32,85.28999999999999,0.0053707562726409,9,52556.625,40008,54.0,0.7258789884177415,296.35555555555555,7.258789884177414,5.5116625e-06,5160
1,2,64,64,85.2,0.005907031810031,10,41050.5,33872,20.0,0.7766936861535639,677.44,7.76693686153564,4.36105e-06,6696
1,3,64,64,85.28999999999999,0.0053707562726409,9,52537.5,40008,27.0,0.7261309496801125,592.7111111111111,7.261309496801125,5.50975e-06,6696
1,1,64,192,85.28999999999999,0.0053707562726409,9,52524.75,40008,9.0,0.7262990210539214,1778.1333333333332,7.262990210539214,5.508475000000001e-06,12840
