NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s),DSP Usage,Simulated Ncycles,Simulated Execution Time (s),BRAM Usage
24,16,2,8,85.2,0.0055820062436387,20,44722.0,56480,480,1.1945349181506704,17.65,11.945349181506703,4.728200000000001e-06,400,521,3.4733333333333333e-06,80
24,18,2,8,85.46000000000001,0.0054199824093908,21,49497.0,64680,504,1.242484200011526,19.25,12.424842000115259,5.2057e-06,400,548,3.6533333333333332e-06,80
24,20,2,8,85.46000000000001,0.0055317321574934,18,45043.0,60048,432,1.261433102955696,20.85,12.61433102955696,4.7603e-06,400,475,3.1666666666666667e-06,80
24,22,2,8,85.21,0.005571786158741,16,44759.0,57472,384,1.2145649739005473,22.45,12.145649739005473,4.7319e-06,400,427,2.846666666666667e-06,80
24,24,2,8,85.3,0.0057013967468396,15,42061.0,57720,360,1.2935613276260056,24.05,12.935613276260057,4.4621e-06,400,404,2.6933333333333335e-06,80
24,6,2,16,85.34,0.005993102660406,20,37856.0,46240,480,1.1441013460015836,14.45,11.441013460015837,4.0415999999999996e-06,720,512,3.4133333333333334e-06,144
24,7,2,16,85.27,0.0055605085455833,24,49180.5,61632,576,1.191175191581063,16.05,11.911751915810632,5.17405e-06,720,613,4.086666666666667e-06,144
24,8,2,16,85.37,0.0059526045251955,16,36696.5,45184,384,1.15099410288742,17.65,11.5099410288742,3.925649999999999e-06,720,414,2.76e-06,144
24,9,2,16,85.28999999999999,0.0059853923864946,15,35287.5,46200,360,1.2206882885263228,19.25,12.206882885263228,3.7847499999999996e-06,720,390,2.6e-06,144
24,10,2,16,85.46000000000001,0.0055892711928789,17,44931.5,56712,408,1.194150532200499,20.85,11.941505322004991,4.749149999999999e-06,720,441,2.94e-06,144
24,11,2,16,85.18,0.0059443316727254,14,35606.5,50288,336,1.317595273341805,22.45,13.17595273341805,3.816649999999999e-06,720,367,2.446666666666667e-06,144
24,12,2,16,85.3,0.0057013967468396,15,41996.5,57720,360,1.2954338873116156,24.05,12.954338873116155,4.45565e-06,720,393,2.62e-06,144
