NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s),DSP Usage,Simulated Ncycles,Simulated Execution Time (s)
16,48,8,2,82.82828282828282,0.0058251499922284,11,40216.0,19756,528,0.47029137307179586,5.6125,4.702913730717959,4.2008000000000005e-06,200,558,3.72e-06
16,56,8,2,81.56565656565657,0.0057725638097063,10,39120.0,19240,560,0.4702776691435276,5.1535714285714285,4.702776691435276,4.091199999999999e-06,200,589,3.926666666666667e-06
16,64,8,2,82.07070707070707,0.0055714124805716,10,41680.0,20520,640,0.47202797202797203,4.809375,4.72027972027972,4.3472000000000005e-06,200,669,4.46e-06
16,72,8,2,82.82828282828282,0.0051696811818995,11,48664.0,23980,792,0.4752655779292849,4.541666666666667,4.541666666666667,5.28e-06,200,822,5.48e-06
32,80,2,2,82.32323232323232,0.0055809532655205,13,47840.0,23348,1040,0.47042230818826564,3.3675,3.3675,6.933333333333333e-06,80,1088,7.253333333333333e-06
32,88,2,2,82.07070707070707,0.0057116979440719,12,47232.0,23088,1056,0.47095300261096606,3.2795454545454543,3.2795454545454543,7.040000000000001e-06,80,1103,7.353333333333333e-06
32,96,2,2,81.56565656565657,0.0056984842173483,12,50304.0,24624,1152,0.4726658476658477,3.20625,3.20625,7.68e-06,80,1199,7.993333333333334e-06
32,12,2,8,82.32323232323232,0.0059181728791953,21,55020.0,26964,672,0.47461803844258255,6.01875,4.746180384425825,5.681200000000001e-06,200,710,4.7333333333333335e-06
40,80,2,2,81.56565656565657,0.0051592773774212,13,51168.0,25012,1040,0.4722809667673716,3.6075,3.6075,6.933333333333333e-06,80,1096,7.3066666666666664e-06
40,88,2,2,81.56565656565657,0.0050931702751918,13,54496.0,26676,1144,0.47391984081864696,3.4977272727272726,3.4977272727272726,7.626666666666667e-06,80,1200,8e-06
40,96,2,2,82.07070707070707,0.0042801273413759,18,80064.0,39240,1728,0.4793784206411259,3.40625,3.40625,1.152e-05,80,1789,1.1926666666666667e-05
40,12,2,8,81.56565656565657,0.0057449782078278,19,54644.0,26828,760,0.47537033099440074,5.295,4.753703309944007,5.6436000000000005e-06,200,796,5.306666666666667e-06
48,80,2,2,81.56565656565657,0.0057889553870993,9,37728.0,18468,720,0.4673076923076923,3.8475,3.8475,4.8e-06,80,780,5.2e-06
48,88,2,2,82.07070707070707,0.0054604316876893,10,44480.0,21800,880,0.47112724757952973,3.715909090909091,3.715909090909091,5.866666666666667e-06,80,941,6.273333333333333e-06
48,96,2,2,81.56565656565657,0.0054377586484111,10,47040.0,23080,960,0.47264089121887287,3.60625,3.60625,6.4e-06,80,1021,6.806666666666667e-06
48,12,2,8,81.56565656565657,0.0056374090135087,18,56376.0,27720,864,0.47655068078668683,4.8125,4.765506807866869,5.816799999999999e-06,200,899,5.993333333333333e-06
56,80,2,2,81.81818181818183,0.0053573830381183,10,44480.0,21800,800,0.47112724757952973,4.0875,4.0875,5.333333333333333e-06,80,869,5.7933333333333335e-06
56,88,2,2,83.08080808080808,0.0052929776488417,10,47040.0,23080,880,0.47264089121887287,3.934090909090909,3.934090909090909,5.866666666666667e-06,80,949,6.3266666666666665e-06
56,96,2,2,81.56565656565657,0.0058500157366629,8,39680.0,19488,768,0.4699074074074074,3.80625,3.80625,5.12e-06,80,835,5.566666666666667e-06
56,12,2,8,81.56565656565657,0.0051095338795399,21,71148.0,35028,1176,0.48023032629558543,4.467857142857143,4.467857142857143,7.84e-06,200,1214,8.093333333333333e-06
64,80,2,2,81.81818181818183,0.0053016645788109,10,47040.0,23080,800,0.47264089121887287,4.3275,4.3275,5.333333333333334e-06,80,877,5.846666666666667e-06
64,88,2,2,81.81818181818183,0.0052366730789361,10,49600.0,24360,880,0.47400373599003737,4.152272727272728,4.152272727272728,5.866666666666665e-06,80,957,6.38e-06
64,96,2,2,81.56565656565657,0.0052137983762588,10,52160.0,25640,960,0.4752372479240807,4.00625,4.00625,6.4000000000000006e-06,80,1037,6.913333333333333e-06
64,12,2,8,81.81818181818183,0.0039434447594779,33,120252.0,59268,2112,0.4856281341155649,4.209375,4.209375,1.4080000000000002e-05,200,2162,1.4413333333333333e-05
16,80,4,2,81.56565656565657,0.0036325272094709,34,124576.0,61064,2720,0.4832236009116232,3.3675,3.3675,1.813333333333333e-05,120,2773,1.8486666666666667e-05
16,88,4,2,81.56565656565657,0.0047617903111698,21,82320.0,40404,1848,0.48035952063914783,3.2795454545454543,3.2795454545454543,1.232e-05,120,1888,1.2586666666666666e-05
16,96,4,2,81.56565656565657,0.0059418620912674,13,54288.0,26676,1248,0.4756776034236805,3.20625,3.20625,8.32e-06,120,1280,8.533333333333334e-06
16,12,4,8,82.57575757575758,0.0059535477898262,25,65100.0,32100,400,0.4798780123183639,12.0375,4.798780123183639,6.689199999999999e-06,240,442,2.9466666666666667e-06
20,80,4,2,81.81818181818183,0.00554650392033,13,50960.0,25012,1040,0.47414316044889293,3.6075,3.6075,6.933333333333333e-06,120,1076,7.173333333333333e-06
20,88,4,2,82.07070707070707,0.0054864937314146,13,54288.0,26676,1144,0.4756776034236805,3.4977272727272726,3.4977272727272726,7.626666666666667e-06,120,1180,7.866666666666667e-06
20,96,4,2,82.07070707070707,0.0054629850933629,13,57616.0,28340,1248,0.4770401292755185,3.40625,3.40625,8.32e-06,120,1284,8.56e-06
20,12,4,8,81.56565656565657,0.0051625968292801,29,82940.0,40948,580,0.483264882216872,10.59,4.8326488221687205,8.473199999999999e-06,240,626,4.173333333333334e-06
24,80,4,2,82.32323232323232,0.0053120314264276,12,50112.0,24624,960,0.4744143033292232,3.8475,3.8475,6.4e-06,120,999,6.66e-06
